date,type,price,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi,kecamatan,kota
2024-11-24,Rumah Second,28000,4,220,200,SHM,Cakung,Kota Jakarta Timur
2024-11-24,Rumah Second,18000,2,128,153,SHM,Kalideres,Kota Jakarta Barat
2024-11-24,Rumah Second,4000,5,190,300,SHM,Kalideres,Kota Jakarta Barat
2024-11-24,Rumah Second,15000,3,102,63,SHM,Cakung,Kota Jakarta Timur
2024-11-24,Rumah Second,23000,4,176,122,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-24,Rumah Second,16000,8,822,400,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-24,Rumah Second,610,4,54,108,SHM,Pancoran,Kota Jakarta Selatan
2024-11-23,Rumah Second,32000,3,90,200,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-23,Rumah Second,8000,4,201,239,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-23,Rumah Second,4000,4,105,190,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,27000,2,103,140,SHM,Pancoran,Kota Jakarta Selatan
2024-11-23,Rumah Second,24000,4,160,150,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,35000,3,211,144,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-23,Rumah Second,44000,5,207,270,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,12000,3,90,72,SHM,Cengkareng,Kota Jakarta Barat
2024-11-23,Rumah Second,25000,3,116,125,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,682,2,21,42,SHM,Kemayoran,Kota Jakarta Pusat
2024-11-23,Rumah Second,750,3,40,52,SHM,Pasar Rebo,Kota Jakarta Timur
2024-11-23,Rumah Second,25000,4,105,105,SHM,Cilincing,Kota Jakarta Utara
2024-11-23,Rumah Second,10000,4,420,330,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,1000,4,72,120,SHM,Cipayung,Kota Jakarta Timur
2024-11-23,Rumah Second,4000,4,155,250,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,12000,4,96,78,SHM,Cengkareng,Kota Jakarta Barat
2024-11-23,Rumah Second,39000,9,377,300,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,18000,3,115,125,SHM,Cipayung,Kota Jakarta Timur
2024-11-23,Rumah Second,39000,5,147,200,SHM,Tebet,Kota Jakarta Selatan
2024-11-23,Rumah Second,380,1,20,40,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-11-23,Rumah Second,10000,7,600,450,SHM,Cilandak,Kota Jakarta Selatan
2024-11-23,Rumah Second,28000,4,252,320,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,4000,4,144,200,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,27000,4,70,225,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,53000,4,202,380,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,25000,4,148,125,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,15000,3,89,100,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,87000,7,320,360,SHM,Cilandak,Kota Jakarta Selatan
2024-11-23,Rumah Second,65000,5,240,300,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,93000,3,140,300,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-23,Rumah Second,45000,5,320,230,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,20000,7,887,900,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-23,Rumah Second,15000,3,78,75,SHM,Ciracas,Kota Jakarta Timur
2024-11-23,Rumah Second,22000,9,705,405,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,12000,5,305,305,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-23,Rumah Second,2000,4,103,155,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,25000,4,114,228,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-23,Rumah Second,23000,4,95,100,SHM,Kembangan,Kota Jakarta Barat
2024-11-23,Rumah Second,78000,4,246,221,SHM,Pancoran,Kota Jakarta Selatan
2024-11-23,Rumah Second,10000,5,600,450,SHM,Cilandak,Kota Jakarta Selatan
2024-11-23,Rumah Second,27000,6,214,350,SHM,Ciracas,Kota Jakarta Timur
2024-11-23,Rumah Second,31000,6,70,122,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-23,Rumah Second,34000,5,260,170,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-23,Rumah Second,21000,2,105,105,SHM,Kalideres,Kota Jakarta Barat
2024-11-23,Rumah Second,93000,3,140,250,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-23,Rumah Second,69000,4,360,320,SHM,Cilandak,Kota Jakarta Selatan
2024-11-23,Rumah Second,12000,3,66,82,SHM,Cipayung,Kota Jakarta Timur
2024-11-23,Rumah Second,18000,4,108,108,SHM,Koja,Kota Jakarta Utara
2024-11-23,Rumah Second,65000,3,250,350,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,55000,12,236,350,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-23,Rumah Second,79000,4,234,300,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-23,Rumah Second,67000,6,210,400,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,65000,7,420,315,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,6000,5,220,300,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,36000,4,144,200,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,5000,3,269,239,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-23,Rumah Second,58000,4,200,300,SHM,Penjaringan,Kota Jakarta Utara
2024-11-23,Rumah Second,8000,2,300,200,HGB,Tebet,Kota Jakarta Selatan
2024-11-23,Rumah Second,135000,6,308,650,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-23,Rumah Second,17000,5,150,120,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,975,2,95,60,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,58000,4,976,831,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,10000,4,225,500,SHM,Kembangan,Kota Jakarta Barat
2024-11-23,Rumah Second,1000,8,263,263,SHM,Ciracas,Kota Jakarta Timur
2024-11-23,Rumah Second,7000,6,221,409,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,28000,3,225,200,SHM,Ciracas,Kota Jakarta Timur
2024-11-23,Rumah Second,129000,4,238,200,SHM,Menteng,Kota Jakarta Pusat
2024-11-23,Rumah Second,580,2,50,100,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,5000,4,121,304,SHM,Kembangan,Kota Jakarta Barat
2024-11-23,Rumah Second,45000,5,120,400,SHM,Cengkareng,Kota Jakarta Barat
2024-11-23,Rumah Second,14000,4,1040,300,SHM,Cilandak,Kota Jakarta Selatan
2024-11-23,Rumah Second,35000,3,127,80,HGB,Tebet,Kota Jakarta Selatan
2024-11-23,Rumah Second,15000,3,120,105,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,15000,5,271,1000,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-23,Rumah Second,55000,3,400,275,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-23,Rumah Second,18000,2,180,80,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,68000,6,266,300,SHM,Cilandak,Kota Jakarta Selatan
2024-11-23,Rumah Second,20000,7,830,500,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-23,Rumah Second,3000,5,200,250,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,2000,4,105,185,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,53000,6,187,350,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,63000,5,260,320,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,750,2,115,60,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,175000,7,685,481,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,750,2,115,70,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,45000,25,864,520,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-23,Rumah Second,49000,5,200,240,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-23,Rumah Second,135000,4,560,600,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,28000,4,88,144,SHM,Taman Sari,Kota Jakarta Barat
2024-11-23,Rumah Second,57000,4,126,315,SHM,Tanah Abang,Kota Jakarta Pusat
2024-11-23,Rumah Second,14000,3,65,100,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,325,2,22,45,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-11-23,Rumah Second,13000,2,90,100,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,15000,3,57,100,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,14000,3,64,140,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,950,4,152,84,SHM,Pal Merah (Palmerah),Kota Jakarta Barat
2024-11-23,Rumah Second,15000,3,60,90,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,35000,5,180,122,SHM,Kalideres,Kota Jakarta Barat
2024-11-23,Rumah Second,50000,7,611,900,SHM,Menteng,Kota Jakarta Pusat
2024-11-23,Rumah Second,52000,3,269,239,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-23,Rumah Second,18000,4,108,120,HGB,Koja,Kota Jakarta Utara
2024-11-23,Rumah Second,12000,8,477,651,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-23,Rumah Second,19000,5,140,200,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,18000,4,108,120,SHM,Koja,Kota Jakarta Utara
2024-11-23,Rumah Second,8000,3,535,300,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-23,Rumah Second,33000,4,339,400,SHM,Cilandak,Kota Jakarta Selatan
2024-11-23,Rumah Second,22000,3,220,150,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,39000,5,105,320,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,570,4,98,125,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,17000,2,145,145,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-23,Rumah Second,23000,2,114,60,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,16000,3,106,95,SHM,Ciracas,Kota Jakarta Timur
2024-11-23,Rumah Second,920,2,85,60,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-23,Rumah Baru,813,3,5587,55103,SHM,Matraman,Kota Jakarta Timur
2024-11-23,Rumah Second,27000,4,109,150,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,49000,4,300,250,SHM,Sawah Besar,Kota Jakarta Pusat
2024-11-23,Rumah Second,700,2,900,800,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,85000,7,361,390,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-23,Rumah Second,85000,4,128,302,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-23,Rumah Second,28000,5,252,320,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,4000,5,157,225,SHM,Tebet,Kota Jakarta Selatan
2024-11-23,Rumah Second,48000,3,144,280,SHM,Cilandak,Kota Jakarta Selatan
2024-11-23,Rumah Second,11000,7,500,600,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,410,3,95,60,SHM,Ciracas,Kota Jakarta Timur
2024-11-23,Rumah Second,37000,3,154,160,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,550,3,96,60,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,7000,4,550,200,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,33000,5,1430,600,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-23,Rumah Second,17000,4,75,180,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,4000,4,182,181,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,26000,4,105,130,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,37000,4,180,250,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,3000,5,240,300,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,47000,3,220,185,SHM,Cilandak,Kota Jakarta Selatan
2024-11-23,Rumah Second,36000,4,200,115,SHM,Kembangan,Kota Jakarta Barat
2024-11-23,Rumah Second,8000,4,365,250,SHM,Sawah Besar,Kota Jakarta Pusat
2024-11-23,Rumah Second,10000,5,458,250,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-23,Rumah Second,36000,4,115,200,SHM,Kembangan,Kota Jakarta Barat
2024-11-23,Rumah Second,35000,5,10000,837,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-23,Rumah Second,55000,9,285,360,SHM,Tebet,Kota Jakarta Selatan
2024-11-23,Rumah Second,17000,3,93,145,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,30000,6,646,455,SHM,Menteng,Kota Jakarta Pusat
2024-11-23,Rumah Second,45000,3,140,140,SHM,Tebet,Kota Jakarta Selatan
2024-11-23,Rumah Second,15000,5,271,1000,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,54000,5,147,390,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,20000,5,600,500,SHM,Cilandak,Kota Jakarta Selatan
2024-11-23,Rumah Second,295000,4,690,350,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,195000,4,899,467,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,22000,5,107,135,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,2000,3,90,180,SHM,Taman Sari,Kota Jakarta Barat
2024-11-23,Rumah Second,37000,3,99,300,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,13000,2,116,45,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-11-23,Rumah Second,455,2,68,45,SHM,Ciracas,Kota Jakarta Timur
2024-11-23,Rumah Second,33000,3,186,180,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,15000,4,429,250,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,61000,6,348,400,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,950,3,36,78,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,600,2,60,45,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-11-23,Rumah Second,75000,4,277,314,SHM,Pancoran,Kota Jakarta Selatan
2024-11-23,Rumah Second,950,3,36,78,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-23,Rumah Second,16000,2,110,120,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,45000,5,158,358,SHM,Pancoran,Kota Jakarta Selatan
2024-11-23,Rumah Second,15000,8,504,450,SHM,Pancoran,Kota Jakarta Selatan
2024-11-23,Rumah Second,55000,7,276,200,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,7000,6,165,190,SHM,Tebet,Kota Jakarta Selatan
2024-11-23,Rumah Second,16000,3,135,87,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,550,3,81,60,SHM,Ciracas,Kota Jakarta Timur
2024-11-23,Rumah Second,25000,2,144,150,SHM,Kembangan,Kota Jakarta Barat
2024-11-23,Rumah Second,31000,3,95,240,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,47000,3,119,180,SHM,Cilincing,Kota Jakarta Utara
2024-11-23,Rumah Second,3000,9,120,200,HGB,Pancoran,Kota Jakarta Selatan
2024-11-23,Rumah Second,20000,6,600,800,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-23,Rumah Second,6000,4,170,226,SHM,Cilandak,Kota Jakarta Selatan
2024-11-23,Rumah Second,25000,3,135,230,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,112000,5,400,500,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-11-23,Rumah Second,23000,4,78,140,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-11-23,Rumah Second,3000,5,167,265,SHM,Matraman,Kota Jakarta Timur
2024-11-23,Rumah Second,23000,6,161,260,SHM,Makasar,Kota Jakarta Timur
2024-11-23,Rumah Second,65,3,170,400,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,11000,2,48,60,SHM,Kalideres,Kota Jakarta Barat
2024-11-23,Rumah Second,46000,5,207,280,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,28000,3,60,80,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,29000,4,120,156,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-23,Rumah Second,20000,6,1018,650,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,23000,3,109,130,SHM,Cipayung,Kota Jakarta Timur
2024-11-23,Rumah Second,13000,4,320,283,SHM,Kalideres,Kota Jakarta Barat
2024-11-23,Rumah Second,35000,3,90,200,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-23,Rumah Second,33000,3,65,211,SHM,Tebet,Kota Jakarta Selatan
2024-11-23,Rumah Second,49000,5,300,440,SHM,Sawah Besar,Kota Jakarta Pusat
2024-11-23,Rumah Second,6000,3,220,280,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-11-23,Rumah Second,28000,3,82,200,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,125000,5,412,370,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,79000,25,112,388,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-11-23,Rumah Second,34000,5,126,250,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,12000,4,70,100,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-11-23,Rumah Second,18000,9,105,160,Girik,Makasar,Kota Jakarta Timur
2024-11-23,Rumah Second,4000,4,194,150,SHM,Pancoran,Kota Jakarta Selatan
2024-11-23,Rumah Second,73000,6,200,400,SHM,Penjaringan,Kota Jakarta Utara
2024-11-23,Rumah Second,53000,5,396,388,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,91000,5,533,341,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-23,Rumah Second,16000,4,165,122,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-11-23,Rumah Second,11000,3,30,80,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,28000,3,90,134,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,12000,3,52,110,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,13000,3,79,75,SHM,Ciracas,Kota Jakarta Timur
2024-11-23,Rumah Second,640,2,96,45,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,700,3,81,60,SHM,Tebet,Kota Jakarta Selatan
2024-11-23,Rumah Second,15000,3,92,160,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,15000,3,56,100,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,700,2,36,25,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,600,2,60,45,SHM,Tanah Abang,Kota Jakarta Pusat
2024-11-23,Rumah Second,640,2,72,45,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-23,Rumah Second,18000,3,90,90,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-23,Rumah Second,600,2,60,45,SHM,Cilandak,Kota Jakarta Selatan
2024-11-23,Rumah Second,695,3,64,60,SHM,Pancoran,Kota Jakarta Selatan
2024-11-23,Rumah Second,13000,6,317,714,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-11-23,Rumah Second,16000,5,60,130,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,16000,2,115,100,SHM,Koja,Kota Jakarta Utara
2024-11-23,Rumah Second,38000,5,144,87,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,690,3,96,60,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,65000,3,170,400,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,255000,4,666,399,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-23,Rumah Second,700,1,42,42,HGB,Pademangan,Kota Jakarta Utara
2024-11-23,Rumah Second,15000,5,77,138,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,19000,5,97,170,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,73000,4,314,290,SHM,Ciracas,Kota Jakarta Timur
2024-11-23,Rumah Second,645000,9,2146,400,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-11-23,Rumah Second,6000,3,200,250,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,600,2,64,45,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,18000,1,96,123,SHM,Kalideres,Kota Jakarta Barat
2024-11-23,Rumah Second,117000,6,199,214,SHM,Tanah Abang,Kota Jakarta Pusat
2024-11-23,Rumah Second,23000,3,83,130,SHM,Kalideres,Kota Jakarta Barat
2024-11-23,Rumah Second,16000,2,126,90,HGB,Kalideres,Kota Jakarta Barat
2024-11-23,Rumah Second,51000,4,187,350,SHM,Kelapa Gading,Kota Jakarta Utara
2024-11-23,Rumah Second,35000,2,656,464,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,25000,5,149,208,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-23,Rumah Second,35000,12,947,619,HGB,Menteng,Kota Jakarta Pusat
2024-11-23,Rumah Second,17000,3,75,180,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,49000,6,300,440,SHM,Sawah Besar,Kota Jakarta Pusat
2024-11-23,Rumah Second,700,2,69,36,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,2000,4,124,140,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,25000,4,85,175,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,24000,3,129,180,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,25000,3,90,75,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,14000,4,168,175,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-11-23,Rumah Second,950,3,64,52,SHM,Pasar Rebo,Kota Jakarta Timur
2024-11-23,Rumah Second,37000,1,80,154,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,740,3,42,60,SHM,Cipayung,Kota Jakarta Timur
2024-11-23,Rumah Second,750,3,35,80,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,17000,4,102,160,SHM,Pasar Rebo,Kota Jakarta Timur
2024-11-23,Rumah Second,12000,3,70,75,SHM,Ciracas,Kota Jakarta Timur
2024-11-23,Rumah Second,35000,5,344,300,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,41000,3,233,300,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,2000,4,60,156,SHM,Tebet,Kota Jakarta Selatan
2024-11-23,Rumah Second,44000,4,175,175,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-23,Rumah Second,3000,4,130,200,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-23,Rumah Second,42000,3,233,300,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,16000,6,70,142,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,45000,4,150,209,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-11-23,Rumah Second,31000,4,150,252,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,18000,3,180,140,SHM,Matraman,Kota Jakarta Timur
2024-11-23,Rumah Second,3000,5,170,300,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-11-23,Rumah Second,950,3,80,106,SHM,Matraman,Kota Jakarta Timur
2024-11-23,Rumah Second,18000,3,86,150,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-11-23,Rumah Second,16000,3,70,150,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-11-23,Rumah Second,35000,10,300,300,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-23,Rumah Second,29000,3,120,140,SHM,Jatinegara,Kota Jakarta Timur
2024-11-23,Rumah Second,19000,3,115,125,SHM,Cipayung,Kota Jakarta Timur
2024-11-23,Rumah Second,48000,6,220,290,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,35000,6,1000,837,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-23,Rumah Second,39000,5,228,300,SHM,Cipayung,Kota Jakarta Timur
2024-11-23,Rumah Second,900,4,82,78,SHM,Kembangan,Kota Jakarta Barat
2024-11-23,Rumah Second,49000,9,192,250,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-11-23,Rumah Second,18000,7,633,400,SHM,Pancoran,Kota Jakarta Selatan
2024-11-23,Rumah Second,29000,4,108,230,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,36000,5,182,181,SHM,Cakung,Kota Jakarta Timur
2024-11-23,Rumah Second,35000,3,446,228,SHM,Kalideres,Kota Jakarta Barat
2024-11-23,Rumah Second,75000,5,300,400,SHM,Duren Sawit,Kota Jakarta Timur
2024-11-23,Rumah Second,900,3,51,75,SHM,Cipayung,Kota Jakarta Timur
2024-11-23,Rumah Second,65000,6,234,420,SHM,Tanjung Priok,Kota Jakarta Utara
2024-11-23,Rumah Second,59000,4,195,170,SHM,Tanah Abang,Kota Jakarta Pusat
2024-11-22,Rumah Second,28000,6,288,200,SHM,Cakung,Kota Jakarta Timur
2024-11-22,Rumah Second,22000,5,75,180,SHM,Jagakarsa,Kota Jakarta Selatan
2024-11-22,Rumah Second,148000,6,135,336,SHM,Kembangan,Kota Jakarta Barat
2024-11-22,Rumah Second,26000,4,96,160,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-11-22,Rumah Second,33000,8,1150,650,HGB,Mampang Prapatan,Kota Jakarta Selatan
