date,type,price,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi,kecamatan,kota
2024-12-02,Rumah Second,285,2,60,55,SHM,Menteng,Kota Jakarta Pusat
2024-12-02,Rumah Second,285,2,60,55,SHM,Taman Sari,Kota Jakarta Barat
2024-12-02,Rumah Second,27000,3,191,120,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,3000,3,346,300,SHM,Cilincing,Kota Jakarta Utara
2024-12-02,Rumah Second,96000,3,440,300,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,43000,3,279,140,SHM,Senen,Kota Jakarta Pusat
2024-12-02,Rumah Second,11000,4,85,150,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,88000,5,873,800,SHM,Menteng,Kota Jakarta Pusat
2024-12-02,Rumah Second,59000,3,146,300,SHM,Gambir,Kota Jakarta Pusat
2024-12-02,Rumah Second,17000,5,90,145,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,8000,7,276,550,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,56000,4,352,352,SHM,Cengkareng,Kota Jakarta Barat
2024-12-02,Rumah Second,125000,4,450,250,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,27000,3,152,150,SHM,Pancoran,Kota Jakarta Selatan
2024-12-02,Rumah Second,23000,6,619,619,SHM,Gambir,Kota Jakarta Pusat
2024-12-02,Rumah Second,37000,4,153,200,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,14000,3,276,224,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,23000,4,77,275,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,22000,4,121,130,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,28000,3,102,130,SHM,Kelapa Gading,Kota Jakarta Utara
2024-12-02,Rumah Second,975,3,58,100,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,16000,3,68,125,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,58000,5,317,550,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,895000,8,1420,800,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-12-02,Rumah Second,14000,7,595,700,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,380,2,55,45,SHM,Kalideres,Kota Jakarta Barat
2024-12-02,Rumah Second,2000,3,109,150,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,16000,3,90,140,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,23000,3,96,150,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,55000,5,650,900,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-12-02,Rumah Second,58000,5,273,300,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,67000,4,315,200,SHM,Tebet,Kota Jakarta Selatan
2024-12-02,Rumah Second,182000,5,1000,432,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,565,2,45,40,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,285,2,60,55,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,332000,4,3200,300,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,23000,5,92,162,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,33000,4,200,354,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,285,2,60,55,SHM,Tanah Abang,Kota Jakarta Pusat
2024-12-02,Rumah Second,285,2,60,55,SHM,Pal Merah (Palmerah),Kota Jakarta Barat
2024-12-02,Rumah Second,59000,4,155,430,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,52000,5,171,250,SHM,Tanah Abang,Kota Jakarta Pusat
2024-12-02,Rumah Second,285,2,60,55,SHM,Gambir,Kota Jakarta Pusat
2024-12-02,Rumah Second,250,2,48,44,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,172000,5,500,536,SHM,Pancoran,Kota Jakarta Selatan
2024-12-02,Rumah Second,285,2,60,55,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-12-02,Rumah Second,53000,5,200,240,SHM,Pancoran,Kota Jakarta Selatan
2024-12-02,Rumah Second,285,2,60,55,SHM,Kemayoran,Kota Jakarta Pusat
2024-12-02,Rumah Second,285,2,60,55,SHM,Senen,Kota Jakarta Pusat
2024-12-02,Rumah Second,43000,4,136,250,HGB,Penjaringan,Kota Jakarta Utara
2024-12-02,Rumah Second,29000,3,459,300,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-12-02,Rumah Second,25000,4,100,240,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,55000,7,261,400,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-12-02,Rumah Second,10000,7,390,250,Girik,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,54000,3,150,250,SHM,Penjaringan,Kota Jakarta Utara
2024-12-02,Rumah Second,14000,2,50,90,SHM,Kemayoran,Kota Jakarta Pusat
2024-12-02,Rumah Second,8000,7,380,457,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-12-02,Rumah Second,22000,3,70,97,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,39000,4,130,300,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-12-02,Rumah Second,49000,8,378,350,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,8000,5,619,200,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,900,3,57,75,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,55000,4,175,250,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,11000,3,55,80,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,10000,12,237,450,SHM,Tebet,Kota Jakarta Selatan
2024-12-02,Rumah Second,46000,6,225,300,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,975,3,58,100,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,31000,4,258,150,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,55000,7,261,400,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-12-02,Rumah Second,36000,6,1300,950,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,42000,5,150,300,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,37000,4,171,170,SHM,Johar Baru,Kota Jakarta Pusat
2024-12-02,Rumah Second,480,2,115,70,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,27000,5,174,200,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,19000,4,108,200,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,9000,4,346,316,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,35000,4,200,200,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,48000,5,135,253,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,28000,4,160,240,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,67000,4,315,200,SHM,Tebet,Kota Jakarta Selatan
2024-12-02,Rumah Second,24000,6,112,168,Girik,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,12000,5,350,250,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,43000,4,144,144,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,12000,3,104,90,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,26000,4,180,150,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,53000,3,204,180,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,13000,4,95,250,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,5000,14,186,220,SHM,Menteng,Kota Jakarta Pusat
2024-12-02,Rumah Second,23000,4,77,275,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,73000,7,200,400,SHM,Penjaringan,Kota Jakarta Utara
2024-12-02,Rumah Second,11000,3,55,80,SHM,Ciracas,Kota Jakarta Timur
2024-12-02,Rumah Second,1000,3,60,75,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,55000,4,185,255,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,19000,4,321,300,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,17000,3,120,110,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,26000,3,114,175,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,19000,3,91,91,SHM,Sawah Besar,Kota Jakarta Pusat
2024-12-02,Rumah Second,25000,3,198,200,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,39000,5,101,220,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,76000,4,216,252,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-12-02,Rumah Second,39000,4,171,220,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,22000,3,70,97,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,18000,3,90,135,SHM,Kemayoran,Kota Jakarta Pusat
2024-12-02,Rumah Second,55000,6,420,180,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,31000,5,243,240,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,28000,4,400,250,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,6000,8,254,300,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,58000,3,393,360,SHM,Makasar,Kota Jakarta Timur
2024-12-02,Rumah Second,41000,6,150,200,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,58000,4,393,360,SHM,Makasar,Kota Jakarta Timur
2024-12-02,Rumah Second,46000,4,144,250,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,15000,2,71,78,HGB,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,79000,6,535,300,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,28000,4,142,176,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,35000,4,145,300,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,11000,12,433,200,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,3000,4,200,157,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,25000,4,196,180,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,49000,8,378,350,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,5000,6,300,309,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,25000,4,84,208,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,15000,4,102,63,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,16000,3,135,87,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,35000,5,630,600,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,54000,3,150,250,SHM,Penjaringan,Kota Jakarta Utara
2024-12-02,Rumah Second,35000,5,270,400,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,11000,6,980,384,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,165000,5,886,600,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,23000,4,77,275,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,24000,3,75,90,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,40000,5,760,460,HGB,Menteng,Kota Jakarta Pusat
2024-12-02,Rumah Second,55000,4,420,180,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,42000,4,360,830,SHM,Cengkareng,Kota Jakarta Barat
2024-12-02,Rumah Second,4000,4,165,200,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-12-02,Rumah Second,40000,7,517,420,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,22000,4,108,186,SHM,Kembangan,Kota Jakarta Barat
2024-12-02,Rumah Second,16000,11,259,400,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,28000,3,189,130,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,28000,4,84,210,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,12000,3,85,85,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,75000,4,210,400,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,117000,5,280,250,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-12-02,Rumah Second,79000,5,313,456,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,55000,4,233,100,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-12-02,Rumah Second,55000,4,200,140,SHM,Kelapa Gading,Kota Jakarta Utara
2024-12-02,Rumah Second,44000,4,239,239,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-12-02,Rumah Second,15000,3,116,172,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,45000,4,140,140,SHM,Tebet,Kota Jakarta Selatan
2024-12-02,Rumah Second,25000,5,168,136,SHM,Matraman,Kota Jakarta Timur
2024-12-02,Rumah Second,25000,4,120,200,SHM,Kemayoran,Kota Jakarta Pusat
2024-12-02,Rumah Second,125000,6,300,150,SHM,Senen,Kota Jakarta Pusat
2024-12-02,Rumah Second,33000,4,317,280,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,83000,4,234,300,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,11000,4,90,55,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,6000,4,414,248,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,16000,5,735,400,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,950,3,36,78,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,35000,4,149,110,SHM,Tebet,Kota Jakarta Selatan
2024-12-02,Rumah Second,13000,2,90,90,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,27000,9,145,220,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,373000,10,1244,600,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,16000,2,60,74,SHM,Cilincing,Kota Jakarta Utara
2024-12-02,Rumah Second,2000,4,109,150,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,4000,1,130,180,SHM,Tanah Abang,Kota Jakarta Pusat
2024-12-02,Rumah Second,29000,5,227,221,SHM,Gambir,Kota Jakarta Pusat
2024-12-02,Rumah Second,31000,5,243,240,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,28000,3,273,150,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,41000,6,150,200,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,33000,4,88,216,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,34000,5,192,130,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,45000,6,410,400,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,24000,4,90,72,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,21000,6,864,418,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-02,Rumah Second,27000,4,99,150,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-12-02,Rumah Second,17000,8,322,450,SHM,Tebet,Kota Jakarta Selatan
2024-12-02,Rumah Second,48000,4,142,112,SHM,Tanah Abang,Kota Jakarta Pusat
2024-12-02,Rumah Second,500,3,40,80,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-02,Rumah Second,13000,4,120,100,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,25000,6,132,250,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-02,Rumah Second,37000,4,152,150,SHM,Pancoran,Kota Jakarta Selatan
2024-12-02,Rumah Second,8000,7,556,540,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-12-02,Rumah Second,2000,4,137,110,SHM,Cakung,Kota Jakarta Timur
2024-12-02,Rumah Second,49000,10,378,420,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,13000,6,1060,220,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-12-02,Rumah Second,12000,7,595,700,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,29000,5,124,180,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-02,Rumah Second,42000,5,217,320,SHM,Pancoran,Kota Jakarta Selatan
2024-12-02,Rumah Second,42000,5,217,320,SHM,Pancoran,Kota Jakarta Selatan
2024-12-02,Rumah Second,18000,8,790,500,SHM,Pancoran,Kota Jakarta Selatan
2024-12-02,Rumah Second,12000,5,513,271,SHM,Cempaka Putih,Kota Jakarta Pusat
2024-12-02,Rumah Second,35000,4,148,180,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,13000,3,328,445,SHM,Cilandak,Kota Jakarta Selatan
2024-12-02,Rumah Second,33000,4,88,216,SHM,Tanjung Priok,Kota Jakarta Utara
2024-12-02,Rumah Second,46000,6,350,190,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,65000,4,600,650,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-02,Rumah Second,43000,6,160,240,SHM,Kelapa Gading,Kota Jakarta Utara
2024-12-02,Rumah Second,37000,9,1253,385,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-02,Rumah Second,155000,6,538,800,SHM,Cipayung,Kota Jakarta Timur
2024-12-02,Rumah Second,93000,3,140,390,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-02,Rumah Second,8000,4,317,500,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-02,Rumah Second,135000,5,500,263,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-01,Rumah Second,93000,3,140,390,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-01,Rumah Second,25000,3,100,180,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-01,Rumah Second,575000,5,759,306,SHM,Menteng,Kota Jakarta Pusat
2024-12-01,Rumah Second,12000,3,66,82,SHM,Cipayung,Kota Jakarta Timur
2024-12-01,Rumah Second,17000,5,90,145,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-01,Rumah Second,28000,5,87,180,SHM,Grogol Petamburan,Kota Jakarta Barat
2024-12-01,Rumah Second,15000,3,91,110,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-01,Rumah Second,35000,5,126,250,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-01,Rumah Second,32000,4,102,234,SHM,Kelapa Gading,Kota Jakarta Utara
2024-12-01,Rumah Second,1000,3,61,70,SHM,Cipayung,Kota Jakarta Timur
2024-12-01,Rumah Second,475,2,60,36,HGB,Cakung,Kota Jakarta Timur
2024-12-01,Rumah Second,4000,4,108,115,SHM,Kalideres,Kota Jakarta Barat
2024-12-01,Rumah Second,15000,3,128,87,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-01,Rumah Second,27000,4,170,255,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-01,Rumah Second,1000,2,90,50,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-01,Rumah Second,4000,4,240,288,SHM,Kalideres,Kota Jakarta Barat
2024-12-01,Rumah Second,61000,6,300,350,SHM,Kembangan,Kota Jakarta Barat
2024-12-01,Rumah Second,2000,4,109,150,SHM,Cipayung,Kota Jakarta Timur
2024-12-01,Rumah Second,49000,8,378,350,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-01,Rumah Second,35000,4,267,200,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-12-01,Rumah Second,900,3,83,150,SHM,Kembangan,Kota Jakarta Barat
2024-12-01,Rumah Second,42000,5,116,350,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-01,Rumah Second,22000,3,70,97,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-01,Rumah Second,900,3,60,120,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-12-01,Rumah Second,8000,4,321,180,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-01,Rumah Second,26000,4,91,144,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-01,Rumah Second,27000,3,60,82,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-01,Rumah Second,398000,5,1084,400,SHM,Cilandak,Kota Jakarta Selatan
2024-12-01,Rumah Second,19000,4,182,100,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-12-01,Rumah Second,18000,3,62,120,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-01,Rumah Second,4000,6,300,300,SHM,Pasar Rebo,Kota Jakarta Timur
2024-12-01,Rumah Second,18000,3,142,100,SHM,Cipayung,Kota Jakarta Timur
2024-12-01,Rumah Second,48000,4,166,160,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-12-01,Rumah Second,57000,8,700,500,SHM,Cipayung,Kota Jakarta Timur
2024-12-01,Rumah Second,26000,4,120,150,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-01,Rumah Second,750,4,128,98,SHM,Ciracas,Kota Jakarta Timur
2024-12-01,Rumah Second,55000,2,209,193,HGB,Penjaringan,Kota Jakarta Utara
2024-12-01,Rumah Second,18000,4,738,950,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-01,Rumah Second,14000,3,41,70,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-01,Rumah Second,3000,5,210,190,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-01,Rumah Second,85000,6,130,400,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-01,Rumah Second,4000,4,126,180,SHM,Mampang Prapatan,Kota Jakarta Selatan
2024-12-01,Rumah Second,948,3,60,54,SHM,Cipayung,Kota Jakarta Timur
2024-12-01,Rumah Second,225,1,18,36,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-01,Rumah Second,45000,6,144,220,SHM,Cengkareng,Kota Jakarta Barat
2024-12-01,Rumah Second,7000,8,552,700,SHM,Cakung,Kota Jakarta Timur
2024-12-01,Rumah Second,73000,6,278,500,HGB,Cempaka Putih,Kota Jakarta Pusat
2024-12-01,Rumah Second,18000,3,90,90,SHM,Cakung,Kota Jakarta Timur
2024-12-01,Rumah Second,55000,5,140,90,Girik,Cakung,Kota Jakarta Timur
2024-12-01,Rumah Second,27000,4,280,90,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-01,Rumah Second,750,4,107,100,SHM,Pancoran,Kota Jakarta Selatan
2024-12-01,Rumah Second,17000,4,90,75,SHM,Cakung,Kota Jakarta Timur
2024-12-01,Rumah Second,28000,4,120,180,SHM,Cakung,Kota Jakarta Timur
2024-12-01,Rumah Second,2000,3,84,79,Girik,Cakung,Kota Jakarta Timur
2024-12-01,Rumah Second,848,2,32,64,SHM,Jatinegara,Kota Jakarta Timur
2024-12-01,Rumah Second,12000,10,595,700,SHM,Cilandak,Kota Jakarta Selatan
2024-12-01,Rumah Second,15000,3,90,120,SHM,Cakung,Kota Jakarta Timur
2024-12-01,Rumah Second,21000,4,899,467,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-01,Rumah Second,42000,4,120,225,SHM,Kembangan,Kota Jakarta Barat
2024-12-01,Rumah Second,4583,2,20,39,SHM,Pulogadung (Pulo Gadung),Kota Jakarta Timur
2024-12-01,Rumah Second,39000,11,600,750,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-01,Rumah Second,19000,4,111,140,SHM,Kramatjati (Kramat Jati),Kota Jakarta Timur
2024-12-01,Rumah Second,65000,4,126,250,SHM,Tanah Abang,Kota Jakarta Pusat
2024-12-01,Rumah Second,15000,3,60,120,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-01,Rumah Second,35000,4,294,105,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-01,Rumah Second,34000,4,587,200,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-01,Rumah Second,365000,4,509,650,SHM,Setiabudi (Setia Budi),Kota Jakarta Selatan
2024-12-01,Rumah Second,27000,3,160,250,SHM,Cakung,Kota Jakarta Timur
2024-12-01,Rumah Second,10000,7,422,600,HGB,Senen,Kota Jakarta Pusat
2024-12-01,Rumah Second,17000,3,95,160,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-01,Rumah Second,12000,7,477,650,SHM,Pesanggrahan,Kota Jakarta Selatan
2024-12-01,Rumah Second,23000,3,96,150,SHM,Kembangan,Kota Jakarta Barat
2024-12-01,Rumah Second,12000,2,53,90,HGB,Cilincing,Kota Jakarta Utara
2024-12-01,Rumah Second,925,2,60,100,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-01,Rumah Second,14000,3,65,88,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-01,Rumah Second,34000,5,177,250,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-01,Rumah Second,69000,6,330,220,SHM,Kebon Jeruk,Kota Jakarta Barat
2024-12-01,Rumah Second,39000,5,105,320,SHM,Kelapa Gading,Kota Jakarta Utara
2024-12-01,Rumah Second,17000,3,70,110,SHM,Jagakarsa,Kota Jakarta Selatan
2024-12-01,Rumah Second,23000,4,84,140,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-01,Rumah Second,25000,5,458,500,SHM,Kebayoran Baru,Kota Jakarta Selatan
2024-12-01,Rumah Second,21000,4,120,240,SHM,Cakung,Kota Jakarta Timur
2024-12-01,Rumah Second,36000,5,101,220,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-01,Rumah Second,347000,4,772,600,SHM,Kebayoran Lama,Kota Jakarta Selatan
2024-12-01,Rumah Second,67000,6,220,235,SHM,Kelapa Gading,Kota Jakarta Utara
2024-12-01,Rumah Second,3655,2,62,50,SHM,Pasar Minggu,Kota Jakarta Selatan
2024-12-01,Rumah Second,21000,3,120,140,SHM,Cakung,Kota Jakarta Timur
2024-12-01,Rumah Second,27000,4,120,240,SHM,Kalideres,Kota Jakarta Barat
2024-12-01,Rumah Second,12000,3,48,80,SHM,Duren Sawit,Kota Jakarta Timur
2024-12-01,Rumah Second,36000,4,100,250,SHM,Cilandak,Kota Jakarta Selatan
2024-12-01,Rumah Second,480,2,60,60,SHM,Cipayung,Kota Jakarta Timur
2024-12-01,Rumah Second,65000,4,200,400,SHM,Penjaringan,Kota Jakarta Utara
