type,price,loc,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi
Rumah Second,"Rp3,9 M","Cakung, Kota Jakarta Timur",6 KT,LT 210m²,LB 258m²,SHM
Rumah Second,Rp630 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 40m²,LB 55m²,SHM
Rumah Second,"Rp5,4 M","Penjaringan, Kota Jakarta Utara",3 KT,LT 150m²,LB 250m²,SHM
Rumah Second,Rp32 M,"Menteng, Kota Jakarta Pusat",5 KT,LT 568m²,LB 450m²,SHM
Rumah Second,"Rp6,5 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 208m²,LB 262m²,SHM
Rumah Second,Rp7 M,"Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 165m²,LB 160m²,SHM
Rumah Second,"Rp2,1 M","Ciracas, Kota Jakarta Timur",4 KT,LT 112m²,LB 180m²,SHM
Rumah Second,"Rp19,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 1004m²,LB 300m²,SHM
Rumah Second,"Rp2,7 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 90m²,LB 170m²,SHM
Rumah Second,"Rp1,9 M","Cempaka Putih, Kota Jakarta Pusat",3 KT,LT 53m²,LB 94m²,SHM
Rumah Second,"Rp2,3 M","Kalideres, Kota Jakarta Barat",4 KT,LT 60m²,LB 95m²,SHM
Rumah Second,"Rp5,5 M","Kelapa Gading, Kota Jakarta Utara",2 KT,LT 100m²,LB 150m²,SHM
Rumah Second,"Rp5,4 M","Penjaringan, Kota Jakarta Utara",3 KT,LT 150m²,LB 250m²,SHM
Rumah Second,"Rp5,4 M","Penjaringan, Kota Jakarta Utara",3 KT,LT 150m²,LB 250m²,SHM
Rumah Second,Rp5 M,"Mampang Prapatan, Kota Jakarta Selatan",4 KT,LT 105m²,LB 300m²,
Rumah Second,"Rp3,6 M","Cakung, Kota Jakarta Timur",4 KT,LT 112m²,LB 156m²,HGB
Rumah Second,"Rp3,5 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 126m²,LB 250m²,SHM
Rumah Second,"Rp4,6 M","Tanjung Priok, Kota Jakarta Utara",4 KT,LT 144m²,LB 250m²,SHM
Rumah Second,"Rp11,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 300m²,LB 450m²,SHM
Rumah Second,"Rp1,5 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 105m²,LB 70m²,SHM
Rumah Second,"Rp2,1 M","Kalideres, Kota Jakarta Barat",3 KT,LT 200m²,LB 150m²,SHM
Rumah Second,"Rp1,1 M","Duren Sawit, Kota Jakarta Timur",3 KT,LT 62m²,LB 81m²,SHM
Rumah Second,"Rp5,5 M","Kebon Jeruk, Kota Jakarta Barat",5 KT,LT 423m²,LB 650m²,HGB
Rumah Second,Rp2 M,"Duren Sawit, Kota Jakarta Timur",3 KT,LT 78m²,LB 100m²,SHM
Rumah Second,"Rp2,4 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 80m²,LB 120m²,SHM
Rumah Second,"Rp2,2 M","Kalideres, Kota Jakarta Barat",3 KT,LT 105m²,LB 121m²,SHM
Rumah Second,"Rp7,8 M","Cipayung, Kota Jakarta Timur",6 KT,LT 650m²,LB 650m²,SHM
Rumah Second,"Rp4,7 M","Ciracas, Kota Jakarta Timur",4 KT,LT 307m²,LB 210m²,SHM
Rumah Second,Rp43 M,"Kebayoran Lama, Kota Jakarta Selatan",6 KT,LT 502m²,LB 680m²,HGB
Rumah Second,"Rp1,8 M","Cempaka Putih, Kota Jakarta Pusat",6 KT,LT 84m²,LB 168m²,SHM
Rumah Second,"Rp7,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 300m²,LB 200m²,SHM
Rumah Second,Rp520 Jt,"Kramatjati (Kramat Jati), Kota Jakarta Timur",3 KT,LT 40m²,LB 80m²,SHM
Rumah Second,"Rp5,4 M","Penjaringan, Kota Jakarta Utara",3 KT,LT 150m²,LB 250m²,SHM
Rumah Second,"Rp5,2 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 184m²,LB 220m²,SHM
Rumah Second,Rp21 M,"Duren Sawit, Kota Jakarta Timur",12 KT,LT 1465m²,LB 600m²,SHM
Rumah Second,"Rp1,9 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",3 KT,LT 76m²,LB 92m²,HGB
Rumah Second,"Rp5,5 M","Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 340m²,LB 450m²,SHM
Rumah Second,Rp12 M,"Cempaka Putih, Kota Jakarta Pusat",4 KT,LT 326m²,LB 248m²,SHM
Rumah Second,"Rp5,7 M","Jatinegara, Kota Jakarta Timur",5 KT,LT 278m²,LB 390m²,SHM
Rumah Second,"Rp7,6 M","Jagakarsa, Kota Jakarta Selatan",6 KT,LT 349m²,LB 450m²,SHM
Rumah Second,Rp10 M,"Cempaka Putih, Kota Jakarta Pusat",5 KT,LT 267m²,LB 350m²,SHM
Rumah Second,Rp28 M,"Mampang Prapatan, Kota Jakarta Selatan",5 KT,LT 954m²,LB 550m²,SHM
Rumah Second,Rp4 M,"Tebet, Kota Jakarta Selatan",5 KT,LT 137m²,LB 200m²,SHM
Rumah Second,"Rp1,4 M","Pasar Rebo, Kota Jakarta Timur",4 KT,LT 75m²,LB 120m²,SHM
Rumah Second,"Rp2,8 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 115m²,LB 270m²,SHM
Rumah Second,Rp1 M,"Kebon Jeruk, Kota Jakarta Barat",3 KT,LT 95m²,LB 55m²,SHM
Rumah Second,Rp990 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 68m²,LB 90m²,SHM
Rumah Second,Rp8 M,"Jagakarsa, Kota Jakarta Selatan",4 KT,LT 334m²,LB 450m²,SHM
Rumah Second,Rp750 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 65m²,LB 52m²,SHM
Rumah Second,"Rp4,5 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",5 KT,LT 435m²,LB 201m²,SHM
Rumah Second,Rp550 Jt,"Duren Sawit, Kota Jakarta Timur",3 KT,LT 40m²,LB 80m²,SHM
Rumah Second,"Rp5,5 M","Tanjung Priok, Kota Jakarta Utara",4 KT,LT 98m²,LB 270m²,SHM
Rumah Second,Rp850 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 47m²,LB 90m²,SHM
Rumah Second,"Rp1,6 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 67m²,LB 125m²,SHM
Rumah Second,"Rp1,6 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 50m²,LB 83m²,SHM
Rumah Second,"Rp2,5 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 84m²,LB 250m²,SHM
Rumah Second,"Rp3,6 M","Kembangan, Kota Jakarta Barat",4 KT,LT 250m²,LB 300m²,HGB
Rumah Second,"Rp1,3 M","Kembangan, Kota Jakarta Barat",2 KT,LT 96m²,LB 70m²,SHM
Rumah Second,"Rp3,5 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 145m²,LB 300m²,SHM
Rumah Second,Rp3 M,"Pal Merah (Palmerah), Kota Jakarta Barat",4 KT,LT 135m²,LB 250m²,SHM
Rumah Second,"Rp5,9 M","Tambora, Kota Jakarta Barat",3 KT,LT 205m²,LB 600m²,SHM
Rumah Second,Rp3 M,"Kelapa Gading, Kota Jakarta Utara",5 KT,LT 90m²,LB 180m²,SHM
Rumah Second,"Rp7,5 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 250m²,LB 180m²,SHM
Rumah Second,"Rp1,4 M","Duren Sawit, Kota Jakarta Timur",2 KT,LT 90m²,LB 80m²,SHM
Rumah Second,"Rp1,7 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 80m²,LB 150m²,SHM
Rumah Second,"Rp1,8 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 91m²,LB 150m²,SHM
Rumah Second,Rp675 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 95m²,LB 60m²,SHM
Rumah Second,"Rp4,2 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 116m²,LB 350m²,SHM
Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 60m²,LB 100m²,SHM
Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 65m²,LB 90m²,SHM
Rumah Second,"Rp4,6 M","Cilandak, Kota Jakarta Selatan",6 KT,LT 225m²,LB 300m²,SHM
Rumah Second,"Rp1,9 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 73m²,LB 80m²,SHM
Rumah Second,Rp10 M,"Cilandak, Kota Jakarta Selatan",5 KT,LT 660m²,LB 550m²,SHM
Rumah Second,Rp25 M,"Mampang Prapatan, Kota Jakarta Selatan",5 KT,LT 719m²,LB 500m²,SHM
Rumah Second,"Rp4,5 M","Cilandak, Kota Jakarta Selatan",6 KT,LT 225m²,LB 300m²,SHM
Rumah Second,Rp35 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 500m²,LB 450m²,SHM
Rumah Second,"Rp3,8 M","Johar Baru, Kota Jakarta Pusat",4 KT,LT 200m²,LB 300m²,SHM
Rumah Second,"Rp4,9 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 330m²,LB 250m²,HGB
Rumah Second,"Rp4,9 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 330m²,LB 250m²,HGB
Rumah Second,Rp3 M,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 90m²,LB 225m²,SHM
Rumah Second,Rp360 Jt,"Kalideres, Kota Jakarta Barat",1 KT,LT 30m²,LB 60m²,SHM
Rumah Second,"Rp3,5 M","Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 181m²,LB 250m²,SHM
Rumah Second,Rp865 Jt,"Ciracas, Kota Jakarta Timur",3 KT,LT 40m²,LB 64m²,SHM
Rumah Second,Rp800 Jt,"Ciracas, Kota Jakarta Timur",4 KT,LT 120m²,LB 98m²,SHM
Rumah Second,"Rp1,7 M","Cakung, Kota Jakarta Timur",4 KT,LT 90m²,LB 120m²,SHM
Rumah Second,"Rp1,6 M","Pasar Rebo, Kota Jakarta Timur",4 KT,LT 105m²,LB 200m²,SHM
Rumah Second,Rp4 M,"Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 123m²,LB 152m²,SHM
Rumah Second,Rp4 M,"Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 136m²,LB 171m²,SHM
Rumah Second,"Rp2,8 M","Cakung, Kota Jakarta Timur",4 KT,LT 160m²,LB 250m²,SHM
Rumah Second,"Rp2,9 M","Duren Sawit, Kota Jakarta Timur",3 KT,LT 120m²,LB 140m²,SHM
Rumah Second,"Rp5,5 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 175m²,LB 250m²,SHM
Rumah Second,Rp200 Jt,"Tanah Abang, Kota Jakarta Pusat",2 KT,LT 60m²,LB 36m²,
Rumah Second,"Rp3,8 M","Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 124m²,LB 128m²,SHM
Rumah Second,Rp2 M,"Cipayung, Kota Jakarta Timur",3 KT,LT 109m²,LB 150m²,SHM
Rumah Second,Rp5 M,"Duren Sawit, Kota Jakarta Timur",5 KT,LT 205m²,LB 409m²,SHM
Rumah Second,Rp895 Jt,"Cipayung, Kota Jakarta Timur",3 KT,LT 60m²,LB 80m²,SHM
Rumah Second,"Rp1,7 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 95m²,LB 60m²,SHM
Rumah Second,"Rp1,1 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 105m²,LB 105m²,SHM
Rumah Second,Rp800 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 48m²,LB 96m²,SHM
Rumah Second,Rp230 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 40m²,LB 36m²,SHM
Rumah Second,"Rp1,1 M","Cipayung, Kota Jakarta Timur",3 KT,LT 60m²,LB 75m²,SHM
Rumah Second,"Rp1,2 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 105m²,LB 105m²,SHM
Rumah Second,Rp10 M,"Duren Sawit, Kota Jakarta Timur",7 KT,LT 878m²,LB 500m²,SHM
Rumah Second,"Rp1,5 M","Matraman, Kota Jakarta Timur",3 KT,LT 113m²,LB 114m²,HGB
Rumah Second,Rp23 M,"Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 330m²,LB 400m²,SHM
Rumah Second,"Rp2,3 M","Grogol Petamburan, Kota Jakarta Barat",2 KT,LT 121m²,LB 121m²,HGB
Rumah Second,"Rp7,5 M","Kemayoran, Kota Jakarta Pusat",5 KT,LT 200m²,LB 388m²,SHM
Rumah Second,"Rp1,8 M","Kembangan, Kota Jakarta Barat",5 KT,LT 100m²,LB 90m²,SHM
Rumah Second,Rp8 M,"Cilandak, Kota Jakarta Selatan",3 KT,LT 210m²,LB 180m²,SHM
Rumah Second,Rp650 Jt,"Ciracas, Kota Jakarta Timur",3 KT,LT 50m²,LB 60m²,SHM
Rumah Second,"Rp3,7 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 70m²,LB 170m²,HGB
Rumah Second,"Rp1,1 M","Cakung, Kota Jakarta Timur",3 KT,LT 104m²,LB 80m²,HGB
Rumah Second,"Rp1,9 M","Cakung, Kota Jakarta Timur",4 KT,LT 129m²,LB 190m²,SHM
Rumah Second,"Rp3,7 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 99m²,LB 300m²,SHM
Rumah Second,"Rp5,1 M","Cilandak, Kota Jakarta Selatan",5 KT,LT 238m²,LB 220m²,SHM
Rumah Second,Rp20 M,"Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 515m²,LB 800m²,SHM
Rumah Second,"Rp9,5 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 140m²,LB 390m²,SHM
Rumah Second,Rp900 Jt,"Pasar Rebo, Kota Jakarta Timur",3 KT,LT 110m²,LB 110m²,SHM
Rumah Second,"Rp1,9 M","Cakung, Kota Jakarta Timur",4 KT,LT 129m²,LB 190m²,SHM
Rumah Second,"Rp6,5 M","Cipayung, Kota Jakarta Timur",8 KT,LT 389m²,LB 350m²,SHM
Rumah Second,"Rp12,8 M","Menteng, Kota Jakarta Pusat",3 KT,LT 192m²,LB 450m²,SHM
Rumah Second,Rp6 M,"Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 300m²,LB 300m²,SHM
Rumah Second,"Rp6,8 M","Pesanggrahan, Kota Jakarta Selatan",6 KT,LT 300m²,LB 500m²,SHM
Rumah Second,Rp12 M,"Cilandak, Kota Jakarta Selatan",5 KT,LT 530m²,LB 650m²,SHM
Rumah Second,"Rp7,5 M","Kebon Jeruk, Kota Jakarta Barat",5 KT,LT 273m²,LB 200m²,SHM
Rumah Second,Rp7 M,"Kramatjati (Kramat Jati), Kota Jakarta Timur",4 KT,LT 480m²,LB 300m²,SHM
Rumah Second,"Rp7,5 M","Kebon Jeruk, Kota Jakarta Barat",5 KT,LT 273m²,LB 200m²,SHM
Rumah Second,"Rp1,7 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 120m²,LB 70m²,SHM
Rumah Second,Rp18 M,"Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 400m²,LB 350m²,SHM
Rumah Second,Rp7 M,"Jatinegara, Kota Jakarta Timur",8 KT,LT 320m²,LB 400m²,HGB
Rumah Second,Rp6 M,"Tanjung Priok, Kota Jakarta Utara",6 KT,LT 240m²,LB 240m²,HGB
Rumah Second,"Rp1,9 M","Cakung, Kota Jakarta Timur",3 KT,LT 129m²,LB 190m²,SHM
Rumah Second,"Rp1,8 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 92m²,LB 250m²,SHM
Rumah Second,"Rp1,8 M","Cipayung, Kota Jakarta Timur",3 KT,LT 76m²,LB 145m²,SHM
Rumah Second,Rp35 M,"Kebayoran Baru, Kota Jakarta Selatan",6 KT,LT 500m²,LB 450m²,SHM
Rumah Second,"Rp4,5 M","Cilandak, Kota Jakarta Selatan",6 KT,LT 225m²,LB 300m²,SHM
Rumah Second,"Rp12,5 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 400m²,LB 400m²,SHM
Rumah Second,"Rp14,8 M","Mampang Prapatan, Kota Jakarta Selatan",4 KT,LT 371m²,LB 380m²,SHM
Rumah Second,"Rp47,5 M","Mampang Prapatan, Kota Jakarta Selatan",6 KT,LT 1212m²,LB 550m²,SHM
Rumah Second,"Rp3,3 M","Penjaringan, Kota Jakarta Utara",4 KT,LT 90m²,LB 246m²,SHM
Rumah Second,"Rp1,2 M","Cilincing, Kota Jakarta Utara",2 KT,LT 100m²,LB 80m²,SHM
Rumah Second,"Rp1,2 M","Ciracas, Kota Jakarta Timur",3 KT,LT 138m²,LB 200m²,SHM
Rumah Second,"Rp7,7 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 600m²,LB 200m²,SHM
Rumah Second,"Rp2,6 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 111m²,LB 220m²,SHM
Rumah Second,"Rp1,2 M","Cipayung, Kota Jakarta Timur",3 KT,LT 72m²,LB 105m²,SHM
Rumah Second,"Rp16,5 M","Cilandak, Kota Jakarta Selatan",6 KT,LT 329m²,LB 677m²,SHM
Rumah Second,Rp35 M,"Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 406m²,LB 650m²,SHM
Rumah Second,"Rp5,5 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 355m²,LB 271m²,SHM
Rumah Second,Rp4 M,"Cakung, Kota Jakarta Timur",5 KT,LT 150m²,LB 250m²,
Rumah Second,"Rp1,3 M","Pasar Rebo, Kota Jakarta Timur",3 KT,LT 60m²,LB 70m²,SHM
Rumah Second,Rp800 Jt,"Pasar Rebo, Kota Jakarta Timur",2 KT,LT 83m²,LB 55m²,SHM
Rumah Second,"Rp1,1 M","Kebon Jeruk, Kota Jakarta Barat",3 KT,LT 95m²,LB 55m²,SHM
Rumah Second,"Rp8,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 250m²,LB 400m²,SHM
Rumah Second,Rp1 M,"Pesanggrahan, Kota Jakarta Selatan",2 KT,LT 90m²,LB 50m²,SHM
Rumah Second,"Rp3,7 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 230m²,LB 340m²,SHM
Rumah Second,Rp11 M,"Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 570m²,LB 300m²,SHM
Rumah Second,"Rp3,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 90m²,LB 127m²,HGB
Rumah Second,"Rp5,5 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 355m²,LB 271m²,SHM
Rumah Second,Rp450 Jt,"Pal Merah (Palmerah), Kota Jakarta Barat",2 KT,LT 36m²,LB 72m²,
Rumah Second,"Rp2,1 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 90m²,LB 250m²,SHM
Rumah Second,"Rp4,3 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 145m²,LB 200m²,SHM
Rumah Second,Rp2 M,"Kramatjati (Kramat Jati), Kota Jakarta Timur",3 KT,LT 174m²,LB 120m²,SHM
Rumah Second,"Rp4,2 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 145m²,LB 250m²,SHM
Rumah Second,Rp3 M,"Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 180m²,LB 150m²,SHM
Rumah Second,"Rp6,5 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 190m²,LB 250m²,SHM
Rumah Second,"Rp3,1 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",8 KT,LT 182m²,LB 280m²,SHM
Rumah Second,"Rp1,5 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 120m²,LB 105m²,SHM
Rumah Second,Rp545 Jt,"Duren Sawit, Kota Jakarta Timur",2 KT,LT 45m²,LB 36m²,SHM
Rumah Second,Rp700 Jt,"Pasar Rebo, Kota Jakarta Timur",3 KT,LT 64m²,LB 52m²,SHM
Rumah Second,"Rp2,7 M","Kelapa Gading, Kota Jakarta Utara",4 KT,LT 150m²,LB 250m²,SHM
Rumah Second,"Rp2,8 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 105m²,LB 105m²,SHM
Rumah Second,"Rp6,4 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 166m²,LB 258m²,SHM
Rumah Second,"Rp1,7 M","Kebon Jeruk, Kota Jakarta Barat",6 KT,LT 77m²,LB 225m²,HGB
Rumah Second,"Rp5,8 M","Cipayung, Kota Jakarta Timur",6 KT,LT 837m²,LB 400m²,SHM
Rumah Second,Rp650 Jt,"Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 65m²,LB 120m²,SHM
Rumah Second,"Rp3,3 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 135m²,LB 250m²,SHM
Rumah Second,"Rp18,2 M","Tanah Abang, Kota Jakarta Pusat",7 KT,LT 492m²,LB 950m²,SHM
Rumah Second,"Rp1,7 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",6 KT,LT 110m²,LB 200m²,
Rumah Second,"Rp3,5 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",4 KT,LT 190m²,LB 180m²,
Rumah Second,"Rp8,3 M","Kebayoran Baru, Kota Jakarta Selatan",9 KT,LT 298m²,LB 220m²,SHM
Rumah Second,"Rp19,7 M","Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 310m²,LB 250m²,SHM
Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",3 KT,LT 100m²,LB 96m²,SHM
Rumah Second,"Rp6,9 M","Setiabudi (Setia Budi), Kota Jakarta Selatan",3 KT,LT 198m²,LB 250m²,SHM
Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 66m²,LB 110m²,SHM
Rumah Second,"Rp2,7 M","Kelapa Gading, Kota Jakarta Utara",5 KT,LT 102m²,LB 225m²,SHM
Rumah Second,"Rp6,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 180m²,LB 185m²,SHM
Rumah Second,"Rp1,5 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 120m²,LB 105m²,SHM
Rumah Second,"Rp4,5 M","Tanah Abang, Kota Jakarta Pusat",4 KT,LT 171m²,LB 250m²,SHM
Rumah Second,Rp895 Jt,"Kebayoran Baru, Kota Jakarta Selatan",3 KT,LT 38m²,LB 80m²,HGB
Rumah Second,Rp17 M,"Setiabudi (Setia Budi), Kota Jakarta Selatan",6 KT,LT 348m²,LB 260m²,SHM
Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",3 KT,LT 96m²,LB 100m²,SHM
Rumah Second,Rp6 M,"Duren Sawit, Kota Jakarta Timur",6 KT,LT 300m²,LB 500m²,SHM
Rumah Second,Rp12 M,"Kebayoran Baru, Kota Jakarta Selatan",3 KT,LT 214m²,LB 200m²,SHM
Rumah Second,Rp45 M,"Kebayoran Lama, Kota Jakarta Selatan",6 KT,LT 820m²,LB 1000m²,SHM
Rumah Second,"Rp455,1 Jt","Tanjung Priok, Kota Jakarta Utara",2 KT,LT 21m²,LB 41m²,SHM
Rumah Second,Rp22 M,"Cilandak, Kota Jakarta Selatan",5 KT,LT 2070m²,LB 500m²,SHM
Rumah Second,Rp8 M,"Penjaringan, Kota Jakarta Utara",4 KT,LT 160m²,LB 320m²,
Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",3 KT,LT 102m²,LB 150m²,SHM
Rumah Second,Rp20 M,"Pancoran, Kota Jakarta Selatan",7 KT,LT 633m²,LB 400m²,SHM
Rumah Second,"Rp28,5 M","Kebayoran Baru, Kota Jakarta Selatan",8 KT,LT 567m²,LB 750m²,SHM
Rumah Second,Rp27 M,"Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 1158m²,LB 700m²,SHM
Rumah Second,"Rp12,5 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 572m²,LB 442m²,SHM
Rumah Second,Rp750 Jt,"Pasar Rebo, Kota Jakarta Timur",4 KT,LT 60m²,LB 120m²,SHM
Rumah Second,"Rp17,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 700m²,LB 300m²,SHM
Rumah Second,Rp12 M,"Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 350m²,LB 320m²,SHM
Rumah Second,"Rp1,2 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 97m²,LB 150m²,SHM
Rumah Second,"Rp4,5 M","Cipayung, Kota Jakarta Timur",5 KT,LT 532m²,LB 300m²,SHM
Rumah Second,"Rp2,7 M","Duren Sawit, Kota Jakarta Timur",6 KT,LT 183m²,LB 300m²,SHM
Rumah Second,Rp2 M,"Duren Sawit, Kota Jakarta Timur",4 KT,LT 108m²,LB 180m²,SHM
Rumah Second,"Rp3,8 M","Kebon Jeruk, Kota Jakarta Barat",5 KT,LT 144m²,LB 250m²,SHM
Rumah Second,Rp700 Jt,"Cilandak, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Rumah Second,Rp700 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Rumah Second,Rp550 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 60m²,LB 45m²,SHM
Rumah Second,Rp700 Jt,"Kebayoran Baru, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Rumah Second,Rp700 Jt,"Kebayoran Baru, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Rumah Second,Rp700 Jt,"Kebayoran Baru, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Rumah Second,Rp550 Jt,"Kebayoran Baru, Kota Jakarta Selatan",2 KT,LT 60m²,LB 45m²,SHM
Rumah Second,Rp700 Jt,"Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Rumah Second,Rp700 Jt,"Kebayoran Baru, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Rumah Second,"Rp2,6 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 129m²,LB 180m²,SHM
Rumah Second,Rp700 Jt,"Kebon Jeruk, Kota Jakarta Barat",3 KT,LT 60m²,LB 60m²,SHM
Rumah Second,"Rp569,4 Jt","Ciracas, Kota Jakarta Timur",3 KT,LT 60m²,LB 50m²,SHM
Rumah Second,"Rp16,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",8 KT,LT 1260m²,LB 600m²,SHM
Rumah Second,Rp700 Jt,"Cilandak, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Rumah Second,Rp590 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 60m²,LB 50m²,SHM
Rumah Second,"Rp469,8 Jt","Jatinegara, Kota Jakarta Timur",3 KT,LT 60m²,LB 50m²,SHM
Rumah Second,"Rp486,9 Jt","Cakung, Kota Jakarta Timur",3 KT,LT 60m²,LB 50m²,SHM
Rumah Second,"Rp496,8 Jt","Kramatjati (Kramat Jati), Kota Jakarta Timur",3 KT,LT 60m²,LB 50m²,SHM
Rumah Second,Rp496 Jt,"Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 60m²,LB 50m²,SHM
Rumah Second,Rp2 M,"Duren Sawit, Kota Jakarta Timur",4 KT,LT 108m²,LB 180m²,SHM
